num_vertices,edge_percentage,num_edges,k_percentage,k,vertex_cover,is_vertex_cover,num_operations,num_solutions_tested,time
4,12.5,0,12.5,0,set(),True,0,1,0.0
4,25.0,1,12.5,0,,False,0,10000,0.08774089813232422
4,50.0,3,12.5,0,,False,0,10000,0.12153124809265137
4,75.0,4,12.5,0,,False,0,10000,0.15102505683898926
5,12.5,1,12.5,0,,False,0,10000,0.11474180221557617
5,25.0,2,12.5,0,,False,0,10000,0.12416219711303711
5,50.0,5,12.5,0,,False,0,10000,0.17482399940490723
5,75.0,7,12.5,0,,False,0,10000,0.21256184577941895
6,12.5,1,12.5,0,,False,0,10000,0.11596894264221191
6,25.0,3,12.5,0,,False,0,10000,0.14366579055786133
6,50.0,7,12.5,0,,False,0,10000,0.3025166988372803
6,75.0,11,12.5,0,,False,0,10000,0.36180877685546875
7,12.5,2,12.5,0,,False,0,10000,0.16411733627319336
7,25.0,5,12.5,0,,False,0,10000,0.19638609886169434
7,50.0,10,12.5,0,,False,0,10000,0.27306532859802246
7,75.0,15,12.5,0,,False,0,10000,0.3356611728668213
8,12.5,3,12.5,1,,False,33371,10000,0.40045905113220215
8,25.0,7,12.5,1,,False,42820,10000,0.4940164089202881
8,50.0,14,12.5,1,,False,59374,10000,0.6269834041595459
8,75.0,21,12.5,1,,False,74633,10000,0.6713922023773193
9,12.5,4,12.5,1,,False,35131,10000,0.3860208988189697
9,25.0,9,12.5,1,,False,44487,10000,0.520031213760376
9,50.0,18,12.5,1,,False,63262,10000,0.8449361324310303
9,75.0,27,12.5,1,,False,80758,10000,0.985119104385376
10,12.5,5,12.5,1,,False,34121,10000,0.46623969078063965
10,25.0,11,12.5,1,,False,48112,10000,0.6836791038513184
10,50.0,22,12.5,1,,False,68175,10000,0.8647429943084717
10,75.0,33,12.5,1,,False,87243,10000,1.0068211555480957
11,12.5,6,12.5,1,,False,35021,10000,0.5161786079406738
11,25.0,13,12.5,1,,False,52289,10000,0.6065428256988525
11,50.0,27,12.5,1,,False,76702,10000,0.8980817794799805
11,75.0,41,12.5,1,,False,96827,10000,1.1167309284210205
12,12.5,8,12.5,1,,False,38640,10000,0.5152392387390137
12,25.0,16,12.5,1,,False,53701,10000,0.6851444244384766
12,50.0,33,12.5,1,,False,80695,10000,1.007857084274292
12,75.0,49,12.5,1,,False,103822,10000,1.4535589218139648
13,12.5,9,12.5,1,,False,42172,10000,0.825843095779419
13,25.0,19,12.5,1,,False,58583,10000,1.1252059936523438
13,50.0,39,12.5,1,,False,84686,10000,1.4408228397369385
13,75.0,58,12.5,1,,False,111854,10000,1.8882112503051758
14,12.5,11,12.5,1,,False,42672,10000,0.7000925540924072
14,25.0,22,12.5,1,,False,63086,10000,1.119901180267334
14,50.0,45,12.5,1,,False,90806,10000,1.6807880401611328
14,75.0,68,12.5,1,,False,119687,10000,1.9665300846099854
15,12.5,13,12.5,1,,False,45552,10000,0.8233189582824707
15,25.0,26,12.5,1,,False,62354,10000,1.1085784435272217
15,50.0,52,12.5,1,,False,94668,10000,1.6099073886871338
15,75.0,78,12.5,1,,False,127824,10000,2.141530990600586
16,12.5,15,12.5,2,,False,97475,10000,1.0026917457580566
16,25.0,30,12.5,2,,False,131861,10000,1.2898437976837158
16,50.0,60,12.5,2,,False,194350,10000,1.9712934494018555
16,75.0,90,12.5,2,,False,261732,10000,2.5518975257873535
17,12.5,17,12.5,2,,False,102249,10000,1.0490870475769043
17,25.0,34,12.5,2,,False,137309,10000,1.5027766227722168
17,50.0,68,12.5,2,,False,208049,10000,2.0916073322296143
17,75.0,102,12.5,2,,False,279457,10000,2.963809013366699
18,12.5,19,12.5,2,,False,105711,10000,3.817244529724121
18,25.0,38,12.5,2,,False,137570,10000,1.6066827774047852
18,50.0,76,12.5,2,,False,217657,10000,3.2259747982025146
18,75.0,114,12.5,2,,False,291160,10000,3.7464752197265625
19,12.5,21,12.5,2,,False,102381,10000,1.4038522243499756
19,25.0,42,12.5,2,,False,143049,10000,1.6179707050323486
19,50.0,85,12.5,2,,False,225356,10000,2.538525104522705
19,75.0,128,12.5,2,,False,307176,10000,3.3919661045074463
20,12.5,23,12.5,2,,False,102073,10000,1.1697919368743896
20,25.0,47,12.5,2,,False,146230,10000,1.6997568607330322
20,50.0,95,12.5,2,,False,235735,10000,2.8325929641723633
20,75.0,142,12.5,2,,False,323978,10000,3.725440740585327
21,12.5,26,12.5,2,,False,107941,10000,1.3937458992004395
21,25.0,52,12.5,2,,False,152885,10000,1.8541102409362793
21,50.0,105,12.5,2,,False,247879,10000,2.9743685722351074
21,75.0,157,12.5,2,,False,338158,10000,4.240653038024902
22,12.5,28,12.5,2,,False,106971,10000,1.414412021636963
22,25.0,57,12.5,2,,False,158490,10000,1.9722304344177246
22,50.0,115,12.5,2,,False,254457,10000,3.3602612018585205
22,75.0,173,12.5,2,,False,352496,10000,4.422783136367798
23,12.5,31,12.5,2,,False,112771,10000,1.608072280883789
23,25.0,63,12.5,2,,False,168549,10000,2.2903144359588623
23,50.0,126,12.5,2,,False,265385,10000,3.5396695137023926
23,75.0,189,12.5,2,,False,365479,10000,4.824213266372681
24,12.5,34,12.5,3,,False,167935,10000,1.901979923248291
24,25.0,69,12.5,3,,False,252211,10000,2.7607994079589844
24,50.0,138,12.5,3,,False,406069,10000,4.260828256607056
24,75.0,207,12.5,3,,False,562604,10000,6.016621351242065
25,12.5,37,12.5,3,,False,174615,10000,2.0648295879364014
25,25.0,75,12.5,3,,False,260589,10000,2.8123250007629395
25,50.0,150,12.5,3,,False,422029,10000,4.621598243713379
25,75.0,225,12.5,3,,False,587733,10000,6.42816162109375
26,12.5,40,12.5,3,,False,173113,10000,2.055922508239746
26,25.0,81,12.5,3,,False,265110,10000,2.997851848602295
26,50.0,162,12.5,3,,False,434537,10000,4.857464790344238
26,75.0,243,12.5,3,,False,607036,10000,6.701778411865234
27,12.5,43,12.5,3,,False,181939,10000,2.1879401206970215
27,25.0,87,12.5,3,,False,267505,10000,3.206348180770874
27,50.0,175,12.5,3,,False,451216,10000,5.2934300899505615
27,75.0,263,12.5,3,,False,631843,10000,7.041438817977905
28,12.5,47,12.5,3,,False,183901,10000,2.2329297065734863
28,25.0,94,12.5,3,,False,280758,10000,3.448204278945923
28,50.0,189,12.5,3,,False,463789,10000,5.491973876953125
28,75.0,283,12.5,3,,False,652206,10000,7.741096019744873
29,12.5,50,12.5,3,,False,192351,10000,2.396245002746582
29,25.0,101,12.5,3,,False,283319,10000,3.7378036975860596
29,50.0,203,12.5,3,,False,474168,10000,5.933393955230713
29,75.0,304,12.5,3,,False,673463,10000,8.097008466720581
30,12.5,54,12.5,3,,False,193844,10000,2.528275966644287
30,25.0,108,12.5,3,,False,292475,10000,3.8557443618774414
30,50.0,217,12.5,3,,False,494891,10000,6.23430609703064
30,75.0,326,12.5,3,,False,697513,10000,8.749573469161987
31,12.5,58,12.5,3,,False,194661,10000,2.641833782196045
31,25.0,116,12.5,3,,False,302785,10000,4.135941028594971
31,50.0,232,12.5,3,,False,511267,10000,6.65050196647644
31,75.0,348,12.5,3,,False,720819,10000,9.42855429649353
32,12.5,62,12.5,4,,False,272429,10000,3.168661117553711
32,25.0,124,12.5,4,,False,401379,10000,4.705074310302734
32,50.0,248,12.5,4,,False,684005,10000,7.704887628555298
32,75.0,372,12.5,4,,False,972676,10000,10.63869571685791
